Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit,Order ID No.
CA-2015-113971,5/8/2015,5/14/2015,Standard Class,CB-12535,FUR-FU-10001852,8.35,6,0.2,1.25,113971
CA-2017-160395,12/31/2016,1/6/2017,Standard Class,KL-16555,OFF-AR-10003759,3.64,2,0,1.64,160395
CA-2017-160395,12/31/2016,1/6/2017,Standard Class,KL-16555,OFF-BI-10003984,159.77,7,0.2,53.92,160395
CA-2014-136567,12/20/2014,12/21/2014,First Class,PS-19045,OFF-ST-10004337,122.48,2,0,0,136567
CA-2014-136567,12/20/2014,12/21/2014,First Class,PS-19045,FUR-TA-10001932,2244.48,7,0,493.79,136567
CA-2014-136567,12/20/2014,12/21/2014,First Class,PS-19045,OFF-BI-10003982,62.31,3,0,29.29,136567
CA-2014-136567,12/20/2014,12/21/2014,First Class,PS-19045,FUR-TA-10000617,455.1,2,0,100.12,136567
CA-2016-149314,7/2/2016,7/7/2016,Second Class,GB-14530,FUR-CH-10002126,195.18,1,0.2,19.52,149314
CA-2017-147039,6/29/2017,7/4/2017,Standard Class,AA-10315,OFF-AP-10000576,362.94,3,0,90.74,147039
CA-2017-147039,6/29/2017,7/4/2017,Standard Class,AA-10315,OFF-BI-10004654,11.54,2,0,5.77,147039
CA-2014-126522,9/1/2014,9/5/2014,Second Class,LT-16765,OFF-AR-10004042,53.94,3,0,15.64,126522
CA-2014-127964,3/3/2014,3/8/2014,Standard Class,AP-10720,TEC-PH-10004700,9.99,1,0,4.6,127964
CA-2014-127964,3/3/2014,3/8/2014,Standard Class,AP-10720,OFF-BI-10004593,125.76,3,0.2,40.87,127964
CA-2014-127964,3/3/2014,3/8/2014,Standard Class,AP-10720,OFF-BI-10003429,25.32,5,0.2,9.18,127964
CA-2014-117709,5/4/2014,5/8/2014,Standard Class,PM-18940,OFF-BI-10001294,46.8,4,0,21.06,117709
CA-2015-125416,11/2/2015,11/2/2015,Same Day,KC-16540,TEC-AC-10001552,447.93,9,0,49.27,125416
CA-2017-145226,12/8/2017,12/10/2017,Second Class,DL-13315,FUR-FU-10004952,109.48,2,0,33.94,145226
CA-2017-145226,12/8/2017,12/10/2017,Second Class,DL-13315,OFF-ST-10004123,272.94,3,0,0,145226
CA-2017-145226,12/8/2017,12/10/2017,Second Class,DL-13315,OFF-ST-10002352,31.92,4,0,8.3,145226
US-2014-100279,3/10/2014,3/14/2014,Standard Class,SW-20275,OFF-PA-10002259,22.38,2,0,10.74,100279
CA-2014-158064,4/21/2014,4/25/2014,Standard Class,AA-10375,OFF-BI-10002976,16.52,5,0.2,5.58,158064
US-2015-104430,10/22/2015,10/26/2015,Standard Class,LT-17110,OFF-BI-10000301,5.18,4,0.8,-7.76,104430
CA-2015-132080,8/22/2015,8/25/2015,First Class,DP-13105,OFF-BI-10003694,50.11,6,0.2,16.29,132080
CA-2016-161207,8/29/2016,9/3/2016,Standard Class,AB-10060,OFF-SU-10000381,27.93,3,0,8.1,161207
CA-2014-120243,12/27/2014,12/30/2014,Second Class,AT-10435,OFF-LA-10004425,11.56,4,0,5.43,120243
CA-2016-113621,12/1/2016,12/5/2016,Standard Class,JE-15745,FUR-CH-10001270,172.5,2,0,51.75,113621
CA-2016-168081,4/24/2016,4/27/2016,Second Class,CA-12055,TEC-AC-10003174,258.7,3,0.2,64.67,168081
CA-2014-128146,6/21/2014,6/25/2014,Standard Class,DB-13060,TEC-PH-10004539,1322.93,7,0,357.19,128146
CA-2014-128146,6/21/2014,6/25/2014,Standard Class,DB-13060,OFF-AR-10001919,3.76,2,0,1.09,128146
CA-2017-138779,1/14/2017,1/15/2017,First Class,RB-19570,TEC-PH-10003655,7.92,5,0.2,0.69,138779
CA-2014-127131,11/24/2014,11/30/2014,Standard Class,HR-14830,OFF-BI-10004656,12.1,7,0.2,4.23,127131
CA-2014-127131,11/24/2014,11/30/2014,Standard Class,HR-14830,OFF-ST-10002344,485.88,6,0,9.72,127131
CA-2014-127131,11/24/2014,11/30/2014,Standard Class,HR-14830,OFF-ST-10000036,197.58,2,0,53.35,127131
CA-2017-117212,2/26/2017,2/28/2017,Second Class,BT-11530,OFF-AP-10004532,81.92,4,0,22.12,117212
CA-2017-117212,2/26/2017,2/28/2017,Second Class,BT-11530,TEC-PH-10004447,889.54,8,0.2,66.72,117212
CA-2017-117212,2/26/2017,2/28/2017,Second Class,BT-11530,FUR-CH-10003973,892.22,3,0.2,89.22,117212
CA-2017-117212,2/26/2017,2/28/2017,Second Class,BT-11530,OFF-PA-10001970,223.92,4,0,109.72,117212
CA-2017-117212,2/26/2017,2/28/2017,Second Class,BT-11530,OFF-PA-10000682,23.12,4,0,11.33,117212
US-2015-130519,9/15/2015,9/15/2015,Same Day,NG-18355,OFF-ST-10001321,24.67,2,0.2,2.16,130519
US-2015-130519,9/15/2015,9/15/2015,Same Day,NG-18355,FUR-FU-10003394,55.97,1,0.2,-2.1,130519
CA-2016-130946,4/8/2016,4/12/2016,Standard Class,ZC-21910,TEC-AC-10001990,431.93,9,0.2,64.79,130946
CA-2016-130946,4/8/2016,4/12/2016,Standard Class,ZC-21910,OFF-BI-10004995,1088.79,4,0.8,-1850.95,130946
CA-2016-114727,7/18/2016,7/24/2016,Standard Class,LS-16945,OFF-BI-10004967,1.87,3,0.7,-1.44,114727
CA-2016-114727,7/18/2016,7/24/2016,Standard Class,LS-16945,FUR-CH-10002331,854.35,3,0.2,10.68,114727
CA-2016-114727,7/18/2016,7/24/2016,Standard Class,LS-16945,OFF-ST-10002292,593.57,2,0.2,0,114727
CA-2016-114727,7/18/2016,7/24/2016,Standard Class,LS-16945,OFF-ST-10000689,338.04,3,0.2,-33.8,114727
CA-2017-133235,8/1/2017,8/4/2017,First Class,LH-16750,TEC-PH-10002660,271.96,5,0.2,17,133235
CA-2016-137050,7/14/2016,7/18/2016,Second Class,SW-20755,OFF-ST-10004634,11.21,1,0,3.36,137050
CA-2016-137050,7/14/2016,7/18/2016,Second Class,SW-20755,OFF-BI-10002160,9.14,3,0.2,3.2,137050
CA-2016-137050,7/14/2016,7/18/2016,Second Class,SW-20755,OFF-FA-10002988,14.07,7,0,6.89,137050
CA-2016-137050,7/14/2016,7/18/2016,Second Class,SW-20755,OFF-AR-10004999,41.86,7,0,10.46,137050
CA-2016-137050,7/14/2016,7/18/2016,Second Class,SW-20755,OFF-BI-10001031,8.54,2,0.2,2.88,137050
CA-2016-137050,7/14/2016,7/18/2016,Second Class,SW-20755,FUR-BO-10004695,579.14,4,0.2,21.72,137050
US-2017-118087,9/9/2017,9/13/2017,Standard Class,SP-20620,FUR-CH-10004860,141.37,2,0.3,-48.47,118087
US-2017-118087,9/9/2017,9/13/2017,Standard Class,SP-20620,OFF-BI-10002432,3.04,2,0.7,-2.33,118087
US-2017-118087,9/9/2017,9/13/2017,Standard Class,SP-20620,OFF-BI-10000069,4.5,1,0.7,-3.6,118087
US-2017-118087,9/9/2017,9/13/2017,Standard Class,SP-20620,OFF-AR-10003602,4.67,1,0.2,1.58,118087
US-2017-118087,9/9/2017,9/13/2017,Standard Class,SP-20620,TEC-AC-10004469,95.88,3,0.2,28.76,118087
US-2017-118087,9/9/2017,9/13/2017,Standard Class,SP-20620,FUR-FU-10001867,17.02,2,0.2,1.7,118087
US-2017-118087,9/9/2017,9/13/2017,Standard Class,SP-20620,TEC-PH-10002200,1931.96,7,0.4,-386.39,118087
CA-2014-110184,7/12/2014,7/16/2014,Standard Class,BF-11170,OFF-ST-10000107,249.75,9,0,44.96,110184
CA-2014-110184,7/12/2014,7/16/2014,Standard Class,BF-11170,TEC-PH-10000439,255.94,8,0.2,28.79,110184
CA-2016-126004,12/4/2016,12/5/2016,First Class,BM-11140,FUR-FU-10001602,113.79,3,0,20.48,126004
CA-2016-126004,12/4/2016,12/5/2016,First Class,BM-11140,TEC-AC-10001432,78.15,1,0,34.39,126004
CA-2016-126004,12/4/2016,12/5/2016,First Class,BM-11140,OFF-BI-10004656,1.73,1,0.2,0.6,126004
CA-2016-126004,12/4/2016,12/5/2016,First Class,BM-11140,OFF-PA-10001685,40.56,4,0,19.87,126004
CA-2016-126004,12/4/2016,12/5/2016,First Class,BM-11140,OFF-ST-10001418,182.94,3,0,3.66,126004
CA-2016-126004,12/4/2016,12/5/2016,First Class,BM-11140,OFF-ST-10000676,193.86,2,0,11.63,126004
CA-2017-100013,11/6/2017,11/11/2017,Standard Class,ZC-21910,OFF-AR-10001022,5.68,2,0,1.76,100013
CA-2015-132570,10/31/2015,11/2/2015,Second Class,KT-16480,OFF-AR-10000369,2.78,2,0,0.72,132570
CA-2015-132570,10/31/2015,11/2/2015,Second Class,KT-16480,OFF-EN-10003055,79.96,2,0,35.98,132570
CA-2016-153682,5/30/2016,6/1/2016,First Class,BG-11695,TEC-CO-10001046,839.99,2,0.4,70,153682
CA-2016-144344,10/28/2016,10/28/2016,Same Day,PG-18820,FUR-FU-10000076,47.95,3,0.2,13.79,144344
CA-2016-144344,10/28/2016,10/28/2016,Same Day,PG-18820,OFF-BI-10003719,37.42,5,0.7,-29.94,144344
CA-2016-144344,10/28/2016,10/28/2016,Same Day,PG-18820,FUR-FU-10003268,63.97,2,0.2,0,144344
CA-2016-144344,10/28/2016,10/28/2016,Same Day,PG-18820,FUR-FU-10003553,165.05,3,0.2,41.26,144344
CA-2014-127012,8/11/2014,8/15/2014,Standard Class,GM-14680,FUR-FU-10003691,12.35,1,0,5.43,127012
CA-2014-127012,8/11/2014,8/15/2014,Standard Class,GM-14680,OFF-AR-10003903,40.97,1,0,10.65,127012
CA-2016-128727,8/29/2016,9/4/2016,Standard Class,MO-17800,TEC-PH-10003442,22,4,0,5.5,128727
US-2016-162859,2/15/2016,2/22/2016,Standard Class,PG-18820,OFF-BI-10004519,398.35,3,0.2,124.48,162859
CA-2017-133641,5/14/2017,5/21/2017,Standard Class,EJ-14155,OFF-EN-10004955,48.69,9,0,23.86,133641
CA-2014-168494,12/12/2014,12/14/2014,Second Class,NP-18700,FUR-TA-10004619,764.69,6,0.2,95.59,168494
CA-2014-168494,12/12/2014,12/14/2014,Second Class,NP-18700,FUR-TA-10003473,3610.85,12,0.2,135.41,168494
CA-2014-168494,12/12/2014,12/14/2014,Second Class,NP-18700,FUR-BO-10004467,254.97,3,0.15,12,168494
CA-2017-115602,12/18/2017,12/24/2017,Standard Class,DJ-13630,OFF-AR-10002280,38.82,6,0,17.47,115602
CA-2017-115602,12/18/2017,12/24/2017,Standard Class,DJ-13630,FUR-CH-10001708,1141.94,9,0.1,139.57,115602
CA-2017-115602,12/18/2017,12/24/2017,Standard Class,DJ-13630,OFF-AP-10000891,1704.56,13,0,511.37,115602
CA-2017-115602,12/18/2017,12/24/2017,Standard Class,DJ-13630,OFF-AR-10000462,3.2,2,0,1.38,115602
CA-2015-154956,7/4/2015,7/9/2015,Standard Class,IM-15070,TEC-PH-10004165,1099.96,4,0,285.99,154956
CA-2017-144638,3/10/2017,3/14/2017,Standard Class,MH-18115,FUR-FU-10003724,6.7,1,0.2,0.5,144638
CA-2017-144638,3/10/2017,3/14/2017,Standard Class,MH-18115,FUR-FU-10003535,43.87,2,0.2,11.52,144638
US-2016-168620,12/24/2016,12/28/2016,Second Class,RB-19795,OFF-BI-10001575,27.88,3,0.7,-20.45,168620
US-2016-168620,12/24/2016,12/28/2016,Second Class,RB-19795,OFF-ST-10003716,540.05,3,0.2,-47.25,168620
US-2016-168620,12/24/2016,12/28/2016,Second Class,RB-19795,TEC-AC-10004469,255.68,8,0.2,76.7,168620
CA-2017-117079,10/23/2017,10/27/2017,Standard Class,JR-15700,TEC-PH-10004586,863.88,3,0.2,107.98,117079
US-2016-144393,10/28/2016,11/4/2016,Standard Class,SM-20950,OFF-BI-10004236,17.62,4,0.7,-14.09,144393
CA-2017-105053,7/7/2017,7/9/2017,Second Class,CS-12355,OFF-BI-10001634,17.47,3,0.2,6.33,105053
CA-2016-155992,10/1/2016,10/2/2016,First Class,CC-12220,TEC-PH-10000215,69.9,2,0,18.87,155992
CA-2016-155992,10/1/2016,10/2/2016,First Class,CC-12220,FUR-FU-10003724,41.85,5,0,10.88,155992
CA-2017-110380,9/2/2017,9/7/2017,Standard Class,PF-19225,OFF-AR-10000422,6.57,3,0,1.77,110380
US-2014-167738,12/24/2014,12/29/2014,Standard Class,JC-16105,OFF-ST-10003306,142.86,1,0,41.43,167738
US-2014-167738,12/24/2014,12/29/2014,Standard Class,JC-16105,FUR-CH-10001146,292.27,6,0.2,18.27,167738
CA-2017-121412,9/23/2017,9/27/2017,Standard Class,BG-11695,FUR-FU-10000246,29.33,3,0.2,3.67,121412
CA-2017-100426,6/4/2017,6/8/2017,Standard Class,DC-12850,OFF-PA-10002870,12.48,2,0,5.62,100426
US-2016-103646,4/21/2016,4/26/2016,Standard Class,SP-20545,OFF-ST-10000563,102.34,4,0.2,-12.79,103646
US-2016-103646,4/21/2016,4/26/2016,Standard Class,SP-20545,OFF-AP-10004487,48.79,3,0.8,-126.86,103646
US-2016-103646,4/21/2016,4/26/2016,Standard Class,SP-20545,OFF-BI-10002854,44.85,8,0.8,-67.27,103646
CA-2016-119186,5/26/2016,5/26/2016,Same Day,MS-17710,FUR-CH-10001973,388.43,5,0.3,-88.78,119186
CA-2016-119186,5/26/2016,5/26/2016,Same Day,MS-17710,TEC-AC-10000580,63.99,1,0.2,-7.2,119186
CA-2016-148698,5/2/2016,5/7/2016,Standard Class,BD-11770,OFF-AR-10004022,86.35,3,0.2,5.4,148698
CA-2014-163293,9/8/2014,9/11/2014,First Class,KC-16255,TEC-AC-10004209,32.97,3,0,12.86,163293
CA-2014-163293,9/8/2014,9/11/2014,First Class,KC-16255,TEC-AC-10000023,83.88,4,0,30.2,163293
CA-2016-160815,9/5/2016,9/6/2016,First Class,TR-21325,TEC-PH-10003505,278.4,3,0,80.74,160815
CA-2017-122154,4/9/2017,4/11/2017,First Class,SA-20830,OFF-LA-10000121,15.12,3,0.2,4.91,122154
CA-2017-122154,4/9/2017,4/11/2017,First Class,SA-20830,OFF-BI-10002026,17.43,1,0.7,-13.36,122154
CA-2017-122154,4/9/2017,4/11/2017,First Class,SA-20830,OFF-PA-10000994,251.64,3,0.2,88.07,122154
US-2015-149692,12/6/2015,12/12/2015,Standard Class,KW-16435,OFF-BI-10002813,2.77,7,0.8,-4.85,149692
CA-2015-124268,7/4/2015,7/8/2015,Standard Class,AD-10180,OFF-AR-10004817,15.48,3,0,4.49,124268
CA-2016-154711,11/22/2016,11/26/2016,Standard Class,TB-21355,FUR-FU-10000397,39.88,2,0,11.17,154711
CA-2016-154711,11/22/2016,11/26/2016,Standard Class,TB-21355,OFF-AR-10001860,20.82,3,0,7.5,154711
CA-2016-163384,11/10/2016,11/12/2016,First Class,CC-12430,OFF-BI-10004970,13.22,4,0.2,4.46,163384
CA-2015-101707,8/27/2015,9/1/2015,Standard Class,PF-19165,OFF-SU-10001218,32.94,3,0,9.22,101707
CA-2015-101707,8/27/2015,9/1/2015,Standard Class,PF-19165,OFF-PA-10002968,114.2,5,0,52.53,101707
CA-2015-101707,8/27/2015,9/1/2015,Standard Class,PF-19165,OFF-LA-10000134,3.08,1,0,1.48,101707
CA-2015-138898,5/25/2015,5/29/2015,Standard Class,JH-16180,OFF-AP-10004487,845.73,13,0.2,84.57,138898
CA-2017-115427,12/30/2017,1/3/2018,Standard Class,EB-13975,OFF-BI-10002103,13.9,2,0.2,4.52,115427
CA-2017-115427,12/30/2017,1/3/2018,Standard Class,EB-13975,OFF-BI-10004632,20.72,2,0.2,6.48,115427
CA-2016-134425,12/8/2016,12/12/2016,Second Class,QJ-19255,TEC-PH-10003555,114.95,5,0,2.3,134425
CA-2015-121391,10/4/2015,10/7/2015,First Class,AA-10315,OFF-ST-10001590,26.96,2,0,7.01,121391
CA-2016-137043,12/23/2016,12/25/2016,Second Class,LC-17140,FUR-FU-10003664,572.76,6,0,166.1,137043
CA-2016-137043,12/23/2016,12/25/2016,Second Class,LC-17140,FUR-FU-10003664,286.38,3,0,83.05,137043
CA-2015-115847,9/19/2015,9/24/2015,Second Class,TC-21535,FUR-BO-10003433,61.96,2,0,4.34,115847
US-2017-126179,7/3/2017,7/7/2017,Standard Class,CS-12460,FUR-FU-10002554,23.99,1,0,5.52,126179
US-2017-126179,7/3/2017,7/7/2017,Standard Class,CS-12460,TEC-PH-10001557,287.97,3,0,77.75,126179
CA-2016-101966,7/14/2016,7/16/2016,Second Class,BM-11785,TEC-PH-10003437,419.94,7,0.2,52.49,101966
CA-2016-141397,6/20/2016,6/21/2016,First Class,RC-19825,OFF-PA-10002986,46.76,7,0,22.44,141397
CA-2016-141397,6/20/2016,6/21/2016,First Class,RC-19825,OFF-BI-10000320,17.71,3,0.2,6.42,141397
CA-2016-141397,6/20/2016,6/21/2016,First Class,RC-19825,OFF-AP-10003971,21.78,2,0,5.66,141397
CA-2016-141082,12/9/2016,12/13/2016,Standard Class,FM-14380,OFF-LA-10001404,3.69,1,0,1.73,141082
CA-2016-141082,12/9/2016,12/13/2016,Standard Class,FM-14380,OFF-LA-10001474,122.12,4,0,56.18,141082
US-2016-134488,9/24/2016,10/1/2016,Standard Class,PK-19075,FUR-CH-10003199,155.37,2,0.3,-13.32,134488
CA-2016-145919,12/18/2016,12/23/2016,Standard Class,HG-14965,FUR-FU-10004960,183.84,8,0,62.51,145919
CA-2016-145919,12/18/2016,12/23/2016,Standard Class,HG-14965,OFF-SU-10003505,579.3,5,0,28.96,145919
CA-2017-157651,12/10/2017,12/14/2017,Standard Class,HA-14920,TEC-AC-10003116,14.2,1,0.2,3.37,157651
CA-2014-160773,7/1/2014,7/5/2014,Standard Class,LW-16825,TEC-PH-10004586,575.92,2,0.2,71.99,160773
CA-2014-160773,7/1/2014,7/5/2014,Standard Class,LW-16825,OFF-BI-10000546,5.18,6,0.7,-3.63,160773
CA-2017-167703,2/3/2017,2/8/2017,Standard Class,MC-17575,OFF-BI-10002071,5.23,3,0.7,-4.18,167703
CA-2017-167703,2/3/2017,2/8/2017,Standard Class,MC-17575,OFF-ST-10001490,285.55,2,0.2,35.69,167703
CA-2017-121804,3/3/2017,3/8/2017,Standard Class,LP-17095,OFF-AP-10004859,72.8,5,0,19.66,121804
CA-2017-162635,10/9/2017,10/10/2017,First Class,EB-14170,OFF-PA-10002659,10.82,4,0.2,3.52,162635
CA-2015-120439,6/14/2015,6/18/2015,Standard Class,AD-10180,FUR-FU-10001867,51.07,6,0.2,5.11,120439
CA-2016-128258,3/30/2016,4/1/2016,First Class,CP-12085,OFF-PA-10004156,11.34,1,0,5.56,128258
CA-2017-106033,10/15/2017,10/18/2017,Second Class,FG-14260,OFF-AR-10002818,87.92,4,0,26.38,106033
CA-2016-142762,5/23/2016,5/27/2016,Standard Class,LD-17005,FUR-FU-10003691,37.05,3,0,16.3,142762
CA-2017-127705,6/2/2017,6/6/2017,Standard Class,AB-10255,TEC-PH-10000347,2.97,1,0.4,-0.64,127705
CA-2017-127705,6/2/2017,6/6/2017,Standard Class,AB-10255,OFF-ST-10004507,27.44,2,0.2,2.4,127705
CA-2014-122567,2/16/2014,2/21/2014,Standard Class,MN-17935,OFF-AP-10001303,7.96,2,0.8,-13.93,122567
CA-2014-121664,5/6/2014,5/10/2014,Standard Class,HP-14815,OFF-BI-10003684,140.74,8,0.2,52.78,121664
CA-2016-122133,5/16/2016,5/23/2016,Standard Class,JR-15670,OFF-ST-10002574,552.56,4,0,0,122133
US-2017-123281,4/2/2017,4/7/2017,Standard Class,JF-15190,FUR-FU-10003724,25.11,3,0,6.53,123281
CA-2017-100524,3/31/2017,4/2/2017,Second Class,CM-12115,FUR-FU-10004018,29.78,2,0,8.04,100524
CA-2017-100524,3/31/2017,4/2/2017,Second Class,CM-12115,TEC-PH-10002549,677.58,3,0,176.17,100524
CA-2017-100524,3/31/2017,4/2/2017,Second Class,CM-12115,OFF-PA-10004911,75.04,8,0,36.02,100524
CA-2017-113481,1/2/2017,1/4/2017,First Class,AS-10045,TEC-MA-10002178,695.7,2,0.5,-27.83,113481
CA-2017-113481,1/2/2017,1/4/2017,First Class,AS-10045,OFF-BI-10003694,15.66,5,0.7,-12.53,113481
CA-2017-113481,1/2/2017,1/4/2017,First Class,AS-10045,OFF-BI-10000474,28.85,6,0.7,-21.16,113481
CA-2015-131758,5/28/2015,6/1/2015,Standard Class,KB-16315,OFF-AR-10000411,47.82,3,0,14.35,131758
CA-2015-131758,5/28/2015,6/1/2015,Standard Class,KB-16315,OFF-LA-10000262,13.05,5,0,6,131758
CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,OFF-AP-10001154,93.78,2,0,36.57,118339
CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,OFF-PA-10000466,47.18,7,0,23.59,118339
CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,OFF-AR-10003829,19.68,6,0,5.71,118339
CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,OFF-BI-10001758,53.4,10,0,25.1,118339
CA-2014-118339,3/17/2014,3/24/2014,Standard Class,BN-11515,OFF-BI-10000136,35.88,6,0,17.22,118339
CA-2014-153976,10/3/2014,10/8/2014,Second Class,BP-11290,FUR-CH-10002880,258.28,3,0.3,-70.1,153976
CA-2017-162978,5/4/2017,5/9/2017,Standard Class,LW-16990,TEC-PH-10003092,183.96,5,0.2,20.7,162978
CA-2017-162978,5/4/2017,5/9/2017,Standard Class,LW-16990,OFF-PA-10002250,17.61,3,0,8.45,162978
CA-2017-162978,5/4/2017,5/9/2017,Standard Class,LW-16990,FUR-TA-10003473,300.9,1,0.2,11.28,162978
US-2014-160444,7/5/2014,7/5/2014,Same Day,DC-12850,OFF-ST-10001522,220.78,3,0.2,-44.16,160444
US-2014-160444,7/5/2014,7/5/2014,Same Day,DC-12850,OFF-ST-10000563,281.42,11,0.2,-35.18,160444
CA-2016-145247,5/5/2016,5/7/2016,First Class,ND-18370,OFF-PA-10003641,79.14,3,0,36.4,145247
CA-2017-160045,4/26/2017,4/27/2017,First Class,LB-16735,FUR-FU-10000010,1.99,1,0.6,-1.44,160045
US-2014-151925,9/26/2014,10/1/2014,Second Class,KT-16465,FUR-CH-10002961,145.57,2,0.2,0,151925
CA-2017-125199,10/19/2017,10/25/2017,Standard Class,HM-14860,OFF-AR-10002956,123.26,7,0.2,9.24,125199
CA-2017-125199,10/19/2017,10/25/2017,Standard Class,HM-14860,TEC-PH-10001336,309.58,4,0.4,-56.76,125199
US-2017-155425,11/10/2017,11/11/2017,First Class,AB-10600,OFF-BI-10001036,38.39,14,0.7,-25.59,155425
US-2017-155425,11/10/2017,11/11/2017,First Class,AB-10600,TEC-MA-10003183,95.99,2,0.7,-64,155425
US-2017-155425,11/10/2017,11/11/2017,First Class,AB-10600,TEC-AC-10001314,239.95,6,0.2,-35.99,155425
US-2017-155425,11/10/2017,11/11/2017,First Class,AB-10600,TEC-PH-10002563,201.58,2,0.2,15.12,155425
CA-2017-133249,7/8/2017,7/11/2017,First Class,SZ-20035,FUR-FU-10001588,145.9,5,0,62.74,133249
US-2015-103471,12/24/2015,12/28/2015,Standard Class,JR-15670,FUR-BO-10002613,590.06,7,0.7,-786.74,103471
US-2015-103471,12/24/2015,12/28/2015,Standard Class,JR-15670,OFF-AR-10003405,14.04,3,0.2,1.58,103471
CA-2017-136672,3/7/2017,3/12/2017,Standard Class,MG-17890,TEC-AC-10004510,49.08,3,0,4.91,136672
US-2014-157021,4/1/2014,4/6/2014,Second Class,KM-16720,OFF-BI-10000042,17.09,4,0.2,5.55,157021
CA-2015-120362,9/14/2015,9/19/2015,Standard Class,CA-12265,FUR-TA-10003008,912.75,5,0,118.66,120362
CA-2014-126361,8/4/2014,8/9/2014,Second Class,VD-21670,OFF-AP-10003590,1089.75,3,0,305.13,126361
CA-2014-126361,8/4/2014,8/9/2014,Second Class,VD-21670,OFF-AR-10000896,16.4,5,0,4.26,126361
CA-2014-126361,8/4/2014,8/9/2014,Second Class,VD-21670,TEC-PH-10002310,399.96,5,0.2,35,126361
CA-2014-126361,8/4/2014,8/9/2014,Second Class,VD-21670,OFF-ST-10002289,158.9,5,0,7.94,126361
CA-2014-126361,8/4/2014,8/9/2014,Second Class,VD-21670,OFF-BI-10002852,13.18,1,0.2,4.78,126361
US-2016-100566,9/3/2016,9/9/2016,Standard Class,JK-16120,FUR-FU-10003394,83.95,3,0.6,-90.25,100566
US-2016-108504,2/5/2016,2/5/2016,Same Day,PP-18955,OFF-ST-10002344,80.98,1,0,1.62,108504
